title_eng,title_eng_dub,title_jap,poster_link,no_episodes,status,aired_start,aired_end,studio,duration,tags,summary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blood: The Last Vampire ,Blood: The Last Vampire ,BLOOD THE LAST VAMPIRE (ブラッド ザ ラスト ヴァンパイア) ,https://i.animepahe.com/posters/720193c89c1a375b04a3da4c1b747c78.jpg ,1,Finished Airing ,Nov 18 2000 ,Nov 18 2000 ,Production I.G ,48 minutes ,Horror;Supernatural;Vampire ,Teropterids are evil beasts which pose as humans and live only to drink human blood. Fortunately for the human world there are groups dedicated to destroying them. A brooding and mysterious girl named Saya is the best teropterid slayer there is;; and now;; in 1960s Japan;; she is sent to a U. S. army base which may be infested...,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blood+ ,Blood+ ,ブラッドプラス ,https://i.animepahe.com/posters/f480eab227caa300394ea90a59dd355f.jpg ,50,Finished Airing ,Oct 08 2005 ,Oct 08 2005 ,Production I.G ,24 minutes ,Action;Military;Mystery;Horror;Supernatural;Drama;Vampire ,Saya Otonashi is a seemingly ordinary girl living a mundane life with her adoptive family in Okinawa City. In fact;; her only peculiarities are suffering from anemia and being unable to remember any of her life beyond the previous year.However;; Saya's forgotten past quickly comes back to haunt her—one night;; she is attacked at school by a creature that feeds on human blood. Just when all hope seems lost;; a mysterious man named Haji appears and fends off the creature temporarily. But when her rescuer forces her to drink his blood;; Saya suddenly enters a trance and slays the monster with ease;; using her own blood as a catalyst. Saya then learns of an organization named Red Shield;; founded for the sole purpose of defeating the hellish beasts. Now Saya and Haji must work together with Red Shield to fight these fearsome monsters and unlock the secrets to the girl's past.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bloodivores ,Bloodivores ,BLOODIVORES ,https://i.animepahe.com/posters/8c67194e648c1d2eda7554a5f3e98904.jpg ,12,Finished Airing ,Oct 01 2016 ,Oct 01 2016 ,Creators in Pack:Namu Animation ,24 minutes ,Action;Supernatural;Vampire ,"60 years ago;; a strange case of insomnia struck the population;; forcing them to stay awake for more than a full week. The victims;; completely sleep deprived;; all went mad. To cure this illness;; a new medicine was produced;; but the side effects turned the patients into vampires. Humanity went to war against this new species and triumphed;; but some of the vampires managed to survive. Born from a Human and a Vampire;; the main character Mi Liu;; ""The Child of Hope;;"" is to represent the new hope that will connect the two species. Ringleader of a bank robbery;; Mi Liu is arrested and transferred to a special prison of the National Defense Agency that monitors Vampires. Trying to break free with Anji;; Mi Liu is attacked by strange monsters and he finds out that the prison location corresponds to the birthplace of Vampires;; the old capital ""Blue Town."" Why are Vampires trapped in Blue Town? What are those strange monsters attacking them? Our heroes must fight to solve those mysteries.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blue Dragon , ,ブルー・ドラゴン ,https://i.animepahe.com/posters/84b75969e4d02edb6eb90c9c848b77e7.jpg ,51,Finished Airing ,Apr 07 2007 ,Apr 07 2007 ,Studio Pierrot ,25 minutes ,Adventure;Comedy;Fantasy;Supernatural ,As Shu's village was being attacked by an unknown enemy;; he and his friends;; Jiro and Kluke decide to defend their home. They soon meet warrior Zola and receive the powers of Shadow;; an ability that let's them transform their shadow into a powerful monster. Shu receives one of the most powerful monsters;; Blue Dragon;; and they all set out to defeat their enemy.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blue Dragon: Tenkai no Shichi Ryuu ,Blue Dragon: The Seven Dragons of the Heavens ,BLUE DRAGON 天界の七竜 ,https://i.animepahe.com/posters/28364e034f6d3ca2baab329a7989f23d.jpg ,51,Finished Airing ,Apr 05 2008 ,Apr 05 2008 ,Studio Pierrot ,20 minutes ,Adventure;Comedy;Fantasy;Supernatural ,After the events of the Blue Dragon series;; Shu and Bouquet join a resistance group to fight General Rogi's army of invasion.They encounter a mysterious child ;; Noi;; who has the power to revive Shu's shadow counter-part Blue Dragon;; and save her from the pursuit of a red dragon. Now Shu and his company have to set foot once again on a journey to discover the purpose of the dragons;; undergo their tests and stop the chains of events which threatens the fate of humanity.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blue Gender ,Blue Gender ,BLUE GENDER ,https://i.animepahe.com/posters/a6255b94c0a81e99ec352aaaf7cbb97e.jpg ,26,Finished Airing ,Oct 08 1999 ,Oct 08 1999 ,AIC ,23 minutes ,Adventure;Romance;Mecha;Military;Sci-Fi;Horror;Space;Drama ,Blue Gender takes place in the not too distant future in a world where things have gone terribly wrong for humanity. Humans have been replaced at the top of the food chain by the Blue;; a race of bug-like aliens that have colonized Earth and pushed humans aside. A space station;; Second Earth;; has been constructed as a safe haven for humans;; with the hope of one day reclaiming the Earth once more.Yuji Kaido was cryogenically frozen;; having been suffering from a disease known as B-Cells. Once awakened;; he joins a team of soldiers that have come to Earth to extract him. Unfortunately;; nothing goes according to plan as they make their way back to Second Earth.Yuji will have to deal with the horrors of fighting a bloody war as he and the fighters from Second Earth look to survive. Will they be able to win back Earth without losing their humanity?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BNA , ,BNA ビー・エヌ・エー ,https://i.animepahe.com/posters/265c5ddf2721f0f5937908b3b057c6e7fa4c64c5219a6921f105da41860a9385.jpg ,12,Finished Airing ,Apr 09 2020 ,Apr 09 2020 ,Trigger ,22 minutes ,Action;Super Power;Fantasy ,"Throughout history;; humans have been at odds with Beastmen—a species capable of changing shape due to their genetic ""Beast Factor."" Because of this conflict;; Beastmen have been forced into hiding. Anima City serves as a safe haven for these oppressed individuals to live free from human interference.During a festival celebrating the town's 10th anniversary;; Michiru Kagemori;; a human who suddenly turned into a tanuki;; finds that Anima City is a far cry from paradise. After witnessing an explosion in the square;; she is confronted by Shirou Ogami;; a seemingly indestructible wolf and sworn protector of all Beastmen. As they pursue the criminals behind the bombing;; the two discover that Michiru is anything but an ordinary Beastman;; and look to investigate her mysterious past and uncanny abilities. Could she turn out to be the missing link between Humans and Beastmen?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Boku dake ga Inai Machi ,ERASED ,僕だけがいない街 ,https://i.animepahe.com/posters/fb08ba14b9f65efd8e8b912bd3ce0145.jpg ,12,Finished Airing ,Jan 08 2016 ,Jan 08 2016 ,A-1 Pictures ,23 minutes ,Mystery;Psychological;Supernatural;Seinen ,"When tragedy is about to strike;; Satoru Fujinuma finds himself sent back several minutes before the accident occurs. The detached;; 29-year-old manga artist has taken advantage of this powerful yet mysterious phenomenon;; which he calls ""Revival;;"" to save many lives.However;; when he is wrongfully accused of murdering someone close to him;; Satoru is sent back to the past once again;; but this time to 1988;; 18 years in the past. Soon;; he realizes that the murder may be connected to the abduction and killing of one of his classmates;; the solitary and mysterious Kayo Hinazuki;; that took place when he was a child. This is his chance to make things right.Boku dake ga Inai Machi follows Satoru in his mission to uncover what truly transpired 18 years ago and prevent the death of his classmate while protecting those he cares about in the present.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Boku no Hero Academia ,My Hero Academia ,僕のヒーローアカデミア ,https://i.animepahe.com/posters/67b7f488e419b238d286c3c0aa4b2bfe.jpg ,13,Finished Airing ,Apr 03 2016 ,Apr 03 2016 ,Bones ,24 minutes ,Action;Comedy;School;Shounen;Super Power ,"The appearance of ""quirks;;"" newly discovered super powers;; has been steadily increasing over the years;; with 80 percent of humanity possessing various abilities from manipulation of elements to shapeshifting. This leaves the remainder of the world completely powerless;; and Izuku Midoriya is one such individual.Since he was a child;; the ambitious middle schooler has wanted nothing more than to be a hero. Izuku's unfair fate leaves him admiring heroes and taking notes on them whenever he can. But it seems that his persistence has borne some fruit: Izuku meets the number one hero and his personal idol;; All Might. All Might's quirk is a unique ability that can be inherited;; and he has chosen Izuku to be his successor!Enduring many months of grueling training;; Izuku enrolls in UA High;; a prestigious high school famous for its excellent hero training program;; and this year's freshmen look especially promising. With his bizarre but talented classmates and the looming threat of a villainous organization;; Izuku will soon learn what it really means to be a hero.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Boku no Hero Academia 2nd Season ,My Hero Academia 2 ,僕のヒーローアカデミア 2ndシーズン ,https://i.animepahe.com/posters/c56b2288d0b5bc297e7e19a64a870dd4.jpg ,25,Finished Airing ,Apr 01 2017 ,Apr 01 2017 ,Bones ,23 minutes ,Action;Comedy;Super Power;School;Shounen ,At UA Academy;; not even a violent attack can disrupt their most prestigious event: the school sports festival. Renowned across Japan;; this festival is an opportunity for aspiring heroes to showcase their abilities;; both to the public and potential recruiters.However;; the path to glory is never easy;; especially for Izuku Midoriya—whose quirk possesses great raw power but is also cripplingly inefficient. Pitted against his talented classmates;; such as the fire and ice wielding Shouto Todoroki;; Izuku must utilize his sharp wits and master his surroundings to achieve victory and prove to the world his worth.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Boku no Hero Academia 2nd Season: Hero Note ,My Hero Academia Season 2: Hero Notebook ,僕のヒーローアカデミア 2ndシーズン ヒーローノート ,https://i.animepahe.com/posters/187ae102312b954f6cd4409db22abe22.jpg ,1,Finished Airing ,Mar 25 2017 ,Mar 25 2017 ,Bones ,23 minutes ,Action;Comedy;Super Power ,Recap of Boku no Hero Academia that aired a week before the second season.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Boku no Hero Academia 3rd Season ,My Hero Academia 3 ,僕のヒーローアカデミア 3rdシーズン ,https://i.animepahe.com/posters/301cfee869ea7e4fcd168a13c61392ba.jpg ,25,Finished Airing ,Apr 07 2018 ,Apr 07 2018 ,Bones ,23 minutes ,Action;Comedy;School;Shounen;Super Power ,"As summer arrives for the students at UA Academy;; each of these superheroes-in-training puts in their best efforts to become renowned heroes. They head off to a forest training camp run by UA's pro heroes;; where the students face one another in battle and go through dangerous tests;; improving their abilities and pushing past their limits. However;; their school trip is suddenly turned upside down when the League of Villains arrives;; invading the camp with a mission to capture one of the students. Boku no Hero Academia 3rd Season follows Izuku ""Deku"" Midoriya;; an ambitious student training to achieve his dream of becoming a hero similar to his role model—All Might. Being one of the students caught up amidst the chaos of the villain attack;; Deku must take a stand with his classmates and fight for their survival.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Boku no Hero Academia 4th Season ,My Hero Academia 4 ,僕のヒーローアカデミア 4thシーズン ,https://i.animepahe.com/posters/26cbe386652ac43ee7be4f21f626541df9ccee2928263df41cc7373aacc3ba6d.jpg ,25,Finished Airing ,Oct 12 2019 ,Oct 12 2019 ,Bones ,24 minutes ,Action;Comedy;School;Shounen;Super Power ,"After successfully passing his Provisional Hero License exam;; Izuku ""Deku"" Midoriya seeks out an extracurricular internship with a professional hero agency. At the recommendation of his mentor All Might;; Midoriya lands a position under All Might's former sidekick;; Sir Nighteye;; now a famous hero in his own right.As Midoriya's classmates further their own abilities through various internships;; up-and-coming villain Kai Chisaki utilizes his terrifying powers to gather favor in the criminal underworld. Known by the moniker Overhaul;; Chisaki's ambitions collide with the League of Villains and its leader;; Tomura Shigaraki.Through his work with Sir Nighteye;; Midoriya discovers Chisaki's crime syndicate and the villain's hostile relationship with a mysterious young girl named Eri. Fearing for the child's safety;; Midoriya and his upperclassman Mirio Toogata must work together to put an end to Chisaki's reign of terror.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Boku no Hero Academia the Movie 1: Futari no Hero ,My Hero Academia: Two Heroes ,僕のヒーローアカデミア THE MOVIE ～2人の英雄（ヒーロー）～ ,https://i.animepahe.com/posters/bfd88a7a97dae4d7bef89e54eb7ae840.jpg ,1,Finished Airing ,Aug 03 2018 ,Aug 03 2018 ,Bones ,96 minutes ,Action;Shounen;Super Power ,U.A. High School's students of Class 1-A have made it to summer break. Izuku Midoriya accompanies his mentor All Might to a celebratory superhero festival on I-Island;; an isolated patch of land dedicated to researching Quirks and everything else associated with the hero business. Midoriya is granted the opportunity to meet All Might's friend Dave and Dave's daughter Melissa;; two talented hero equipment engineers. He also encounters his classmates;; most of whom have been given the opportunity to spend part of their summer break at the festival.However;; a mysterious squad of villains infiltrates I-Island;; and it is up to Midoriya and his friends to confront them;; using their developing Quirks to fight off the new enemy and uncover a treacherous plot.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
